"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y","pdays_status","pdays_clean","age_group","balance_group","cluster","gmm_cluster"
29,"admin.","single","secondary","no",1450,"yes","no","unknown",28,"may",195,1,-1,0,"unknown","no","Not Contacted",NA,"Under 30","1K-5K","1","2"
42,"blue-collar","divorced","primary","no",1278,"no","no","cellular",29,"jul",422,4,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","1","2"
45,"management","married","tertiary","no",0,"no","yes","cellular",15,"jul",112,4,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
56,"retired","divorced","tertiary","no",158,"no","yes","cellular",21,"jul",854,1,-1,0,"unknown","yes","Not Contacted",NA,"50-60","0-1K","4","2"
32,"technician","married","secondary","no",68,"yes","no","cellular",9,"jul",224,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
58,"management","married","tertiary","no",3948,"no","yes","cellular",13,"aug",76,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","1"
39,"management","single","tertiary","no",11971,"yes","no","telephone",15,"may",75,10,179,5,"failure","no","Contacted",179,"30-40","10K+","3","4"
60,"retired","married","primary","no",1167,"no","no","cellular",14,"oct",79,2,-1,0,"unknown","no","Not Contacted",NA,"60+","1K-5K","5","2"
32,"services","single","secondary","no",659,"yes","no","cellular",20,"apr",12,6,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","1"
50,"technician","married","secondary","no",315,"no","no","cellular",8,"aug",363,10,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","2","1"
29,"blue-collar","married","primary","no",243,"no","yes","cellular",11,"jul",109,2,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
28,"student","single","secondary","no",293,"no","no","cellular",15,"may",194,3,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
48,"unemployed","married","primary","yes",-6,"no","no","cellular",29,"jan",362,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","Negative","5","2"
43,"technician","single","secondary","yes",685,"yes","no","cellular",31,"jul",94,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
55,"services","married","secondary","no",477,"no","no","unknown",19,"jun",170,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
57,"management","married","secondary","no",2155,"no","yes","cellular",11,"aug",82,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","1"
43,"services","married","primary","no",-88,"yes","yes","cellular",21,"nov",94,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","Negative","1","2"
40,"services","married","secondary","no",664,"yes","yes","cellular",18,"may",29,5,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","1"
39,"housemaid","married","primary","no",-44,"yes","no","unknown",27,"may",228,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","Negative","1","2"
47,"blue-collar","married","primary","no",840,"no","yes","cellular",17,"jul",509,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
57,"management","married","secondary","no",0,"yes","no","unknown",9,"may",147,7,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","1"
48,"blue-collar","married","primary","no",147,"no","no","cellular",19,"aug",158,8,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","1"
39,"technician","single","secondary","no",556,"yes","no","unknown",29,"may",322,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
30,"management","single","tertiary","no",890,"no","no","cellular",27,"aug",16,18,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","2","1"
44,"services","divorced","secondary","no",210,"no","yes","unknown",12,"may",111,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
37,"services","single","secondary","no",54,"yes","no","cellular",18,"nov",328,2,131,1,"failure","no","Contacted",131,"30-40","0-1K","1","3"
52,"housemaid","divorced","secondary","no",131,"yes","yes","cellular",11,"may",87,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
36,"technician","married","tertiary","no",629,"yes","yes","cellular",29,"dec",109,1,246,1,"failure","no","Contacted",246,"30-40","0-1K","1","3"
31,"admin.","single","secondary","no",547,"yes","no","cellular",29,"jan",272,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
44,"management","divorced","tertiary","no",0,"no","no","cellular",13,"aug",169,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
30,"services","single","secondary","no",631,"yes","no","cellular",18,"may",98,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
32,"blue-collar","married","secondary","no",9,"yes","no","cellular",17,"apr",334,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
50,"blue-collar","married","primary","no",61,"yes","no","unknown",5,"may",621,3,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","4","2"
34,"technician","single","secondary","no",105,"yes","no","cellular",7,"may",146,2,171,3,"failure","no","Contacted",171,"30-40","0-1K","1","4"
60,"retired","married","primary","no",949,"no","yes","telephone",18,"jul",239,2,-1,0,"unknown","no","Not Contacted",NA,"60+","0-1K","5","2"
26,"management","single","tertiary","no",1720,"no","no","cellular",3,"feb",383,1,-1,0,"unknown","no","Not Contacted",NA,"Under 30","1K-5K","1","2"
57,"admin.","single","secondary","no",0,"no","no","cellular",28,"jul",261,4,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
51,"technician","divorced","unknown","no",1328,"yes","no","cellular",4,"feb",119,1,251,1,"failure","no","Contacted",251,"50-60","1K-5K","5","3"
30,"management","married","tertiary","no",5381,"no","no","cellular",17,"nov",375,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","5K-10K","1","1"
80,"retired","married","primary","no",1861,"no","no","telephone",14,"apr",563,2,-1,0,"unknown","no","Not Contacted",NA,"60+","1K-5K","5","2"
55,"technician","married","secondary","no",3207,"no","no","cellular",28,"aug",85,12,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","2","1"
50,"technician","married","tertiary","no",1830,"no","no","cellular",14,"may",318,3,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","2"
28,"admin.","married","secondary","no",1582,"yes","no","unknown",3,"jun",816,2,-1,0,"unknown","no","Not Contacted",NA,"Under 30","1K-5K","4","2"
30,"admin.","single","secondary","no",394,"yes","yes","cellular",31,"jul",75,3,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
58,"entrepreneur","married","primary","no",52499,"no","no","unknown",6,"jun",198,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","10K+","5","4"
47,"services","married","secondary","no",0,"no","yes","unknown",20,"jun",51,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
61,"management","married","unknown","no",264,"no","no","telephone",29,"jul",270,1,178,1,"success","yes","Contacted",178,"60+","0-1K","5","3"
46,"entrepreneur","married","tertiary","no",1082,"yes","yes","cellular",18,"nov",288,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","5","2"
32,"blue-collar","married","secondary","no",0,"no","no","cellular",10,"jul",269,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
27,"management","single","tertiary","no",522,"no","no","cellular",15,"jun",79,1,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
23,"student","single","tertiary","no",113,"no","no","cellular",17,"nov",266,1,-1,0,"unknown","yes","Not Contacted",NA,"Under 30","0-1K","1","2"
42,"blue-collar","married","secondary","no",3,"yes","no","telephone",20,"nov",47,1,190,1,"failure","no","Contacted",190,"40-50","0-1K","1","3"
58,"management","married","tertiary","no",68,"yes","no","unknown",6,"may",172,5,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","1"
59,"retired","married","primary","no",0,"no","no","unknown",18,"jun",1009,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","4","3"
43,"self-employed","married","secondary","no",104,"no","no","unknown",17,"jun",332,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
48,"technician","divorced","secondary","no",177,"yes","no","unknown",8,"may",471,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
44,"blue-collar","married","tertiary","no",2185,"yes","no","unknown",16,"may",698,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","4","2"
32,"technician","single","tertiary","no",696,"no","yes","cellular",13,"aug",101,4,105,4,"failure","no","Contacted",105,"30-40","0-1K","1","4"
56,"retired","married","secondary","no",0,"no","no","telephone",31,"jul",45,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
56,"services","married","secondary","no",4914,"no","no","cellular",18,"aug",70,4,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","1"
60,"admin.","married","secondary","no",3735,"no","no","cellular",22,"dec",190,1,188,9,"success","yes","Contacted",188,"60+","1K-5K","3","4"
57,"housemaid","married","primary","no",1870,"no","no","unknown",17,"jun",129,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","1"
49,"management","married","tertiary","no",176,"yes","yes","cellular",14,"jul",102,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
27,"blue-collar","single","secondary","no",1065,"yes","yes","unknown",4,"jun",313,1,-1,0,"unknown","no","Not Contacted",NA,"Under 30","1K-5K","1","2"
41,"management","single","secondary","no",3234,"yes","no","cellular",30,"jan",2770,1,-1,0,"unknown","yes","Not Contacted",NA,"40-50","1K-5K","4","4"
64,"retired","married","secondary","no",3189,"no","no","telephone",15,"jun",208,1,-1,0,"unknown","yes","Not Contacted",NA,"60+","1K-5K","5","1"
26,"admin.","married","secondary","no",233,"yes","no","cellular",21,"jul",236,3,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
39,"blue-collar","single","secondary","no",0,"yes","no","cellular",14,"may",9,10,330,10,"other","no","Contacted",330,"30-40","0-1K","3","4"
42,"technician","married","secondary","no",3,"no","no","cellular",28,"aug",11,26,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","2","4"
45,"admin.","married","secondary","no",1097,"yes","yes","cellular",2,"feb",174,1,208,1,"failure","no","Contacted",208,"40-50","1K-5K","5","3"
51,"technician","married","tertiary","no",1911,"yes","yes","unknown",17,"jun",394,3,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","2"
39,"technician","single","secondary","no",287,"yes","no","cellular",14,"jul",84,3,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
53,"technician","single","secondary","no",-165,"yes","no","cellular",9,"jul",89,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","Negative","5","2"
48,"blue-collar","married","secondary","no",2697,"yes","yes","cellular",21,"nov",82,1,179,5,"failure","no","Contacted",179,"40-50","1K-5K","3","4"
38,"admin.","single","secondary","no",221,"yes","no","unknown",6,"may",211,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
38,"unemployed","married","primary","no",7005,"yes","no","cellular",25,"jan",696,1,202,2,"success","yes","Contacted",202,"30-40","5K-10K","4","4"
58,"retired","married","secondary","no",374,"yes","yes","cellular",28,"jan",223,1,196,1,"failure","no","Contacted",196,"50-60","0-1K","5","3"
46,"technician","married","secondary","no",475,"no","yes","cellular",23,"jul",158,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
23,"admin.","single","secondary","no",4681,"yes","no","unknown",28,"may",507,2,-1,0,"unknown","no","Not Contacted",NA,"Under 30","1K-5K","1","3"
61,"blue-collar","married","primary","no",734,"yes","no","unknown",8,"may",204,1,-1,0,"unknown","no","Not Contacted",NA,"60+","0-1K","5","2"
28,"self-employed","single","secondary","no",5679,"yes","no","cellular",9,"feb",701,4,-1,0,"unknown","yes","Not Contacted",NA,"Under 30","5K-10K","4","3"
60,"management","single","tertiary","no",1034,"yes","no","cellular",7,"aug",231,3,-1,0,"unknown","yes","Not Contacted",NA,"60+","1K-5K","5","2"
33,"technician","married","secondary","no",2147,"no","no","cellular",7,"sep",669,1,94,1,"other","no","Contacted",94,"30-40","1K-5K","4","3"
34,"technician","single","tertiary","no",2,"yes","no","unknown",13,"may",60,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
37,"admin.","divorced","secondary","no",5768,"yes","no","cellular",18,"may",297,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","5K-10K","1","1"
28,"blue-collar","married","secondary","no",61,"yes","no","cellular",11,"feb",253,1,174,4,"success","yes","Contacted",174,"Under 30","0-1K","1","4"
27,"services","single","secondary","no",150,"no","no","cellular",13,"apr",81,3,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
57,"admin.","married","secondary","no",3242,"no","no","cellular",8,"aug",521,4,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","3"
35,"technician","divorced","secondary","no",-94,"yes","no","unknown",26,"may",114,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","Negative","1","2"
30,"blue-collar","married","secondary","no",6,"yes","no","cellular",28,"jan",241,3,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
42,"management","married","unknown","no",1519,"no","no","cellular",19,"jul",268,1,-1,0,"unknown","yes","Not Contacted",NA,"40-50","1K-5K","1","2"
44,"technician","married","secondary","no",-153,"no","yes","unknown",26,"jun",197,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","Negative","1","2"
32,"management","single","tertiary","no",3289,"no","no","cellular",8,"oct",375,2,179,2,"failure","no","Contacted",179,"30-40","1K-5K","1","4"
61,"retired","married","secondary","no",123,"no","no","cellular",7,"jul",112,2,-1,0,"unknown","no","Not Contacted",NA,"60+","0-1K","5","2"
49,"admin.","married","primary","no",458,"yes","no","unknown",8,"may",381,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
51,"technician","divorced","secondary","no",2323,"yes","yes","cellular",18,"aug",151,10,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","2","1"
40,"technician","married","primary","no",644,"yes","no","cellular",16,"apr",118,2,336,1,"failure","no","Contacted",336,"40-50","0-1K","1","3"
50,"blue-collar","married","primary","no",506,"yes","no","telephone",7,"aug",430,4,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
29,"housemaid","married","tertiary","no",420,"yes","no","unknown",28,"may",95,3,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
40,"management","married","tertiary","no",917,"yes","no","unknown",20,"may",292,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
35,"blue-collar","single","secondary","no",406,"yes","no","unknown",11,"jun",126,12,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","2","1"
44,"entrepreneur","married","secondary","no",6649,"yes","no","cellular",19,"nov",354,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","5K-10K","5","1"
31,"blue-collar","married","secondary","no",-190,"yes","yes","cellular",8,"may",299,3,-1,0,"unknown","no","Not Contacted",NA,"30-40","Negative","1","2"
73,"retired","married","primary","no",542,"no","no","telephone",29,"apr",107,5,-1,0,"unknown","no","Not Contacted",NA,"60+","0-1K","5","1"
59,"management","married","tertiary","no",315,"no","no","cellular",7,"sep",98,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
32,"unemployed","single","secondary","no",331,"yes","no","unknown",9,"may",211,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
28,"self-employed","single","tertiary","no",159,"no","no","cellular",14,"oct",246,2,420,2,"other","yes","Contacted",420,"Under 30","0-1K","1","3"
41,"blue-collar","married","primary","no",-97,"yes","no","unknown",8,"may",260,5,-1,0,"unknown","no","Not Contacted",NA,"40-50","Negative","1","2"
52,"technician","married","unknown","no",7,"no","no","unknown",6,"may",203,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
57,"unknown","divorced","unknown","no",4244,"no","no","unknown",18,"jun",626,5,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","3"
38,"blue-collar","married","secondary","no",1005,"no","no","unknown",20,"jun",76,12,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","2","1"
56,"technician","married","secondary","no",225,"yes","no","unknown",12,"jun",71,12,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","2","1"
34,"management","married","tertiary","no",2032,"no","no","cellular",28,"aug",103,12,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","2","1"
32,"admin.","married","secondary","no",51,"yes","yes","cellular",14,"jan",203,1,87,2,"other","yes","Contacted",87,"30-40","0-1K","1","3"
46,"blue-collar","married","primary","no",859,"yes","no","cellular",20,"apr",9,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
57,"services","divorced","primary","no",362,"no","no","cellular",28,"jan",91,1,231,1,"failure","no","Contacted",231,"50-60","0-1K","5","3"
35,"management","married","tertiary","no",260,"no","no","cellular",7,"aug",358,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
31,"admin.","married","secondary","no",355,"yes","no","unknown",9,"may",239,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
37,"technician","divorced","secondary","no",1981,"yes","no","unknown",9,"may",106,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","1"
20,"student","single","secondary","no",210,"no","no","cellular",14,"aug",101,1,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
34,"services","married","secondary","no",87,"no","no","cellular",5,"feb",33,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
77,"retired","married","secondary","no",4112,"no","no","telephone",26,"jan",1616,1,95,2,"success","yes","Contacted",95,"60+","1K-5K","4","4"
36,"technician","married","secondary","no",366,"no","yes","cellular",22,"aug",136,6,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","1"
25,"services","single","secondary","no",32,"yes","no","unknown",16,"may",124,1,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
